,Experiment,Board,Word1,Word2,Clue1,clueCount,wordpair,union2,intersection2,union4,intersection4,union8,intersection8,union16,intersection16,union32,intersection32,union64,intersection64,union128,intersection128,union256,intersection256,union512,intersection512
813,E2,TrialList6,sit,stand,concert,1,sit - stand,0.001,0.001,0.001,0.001,0.001,0.001,1.001,0.001,9.001,0.001,15.001,1.001,32.001,1.001,62.001,2.001,120.001,6.0009999999999994
814,E2,TrialList6,sit,stand,desk,2,sit - stand,0.001,0.001,5.0009999999999994,0.001,11.001,0.001,14.001,0.001,22.000999999999998,0.001,39.001,0.001,65.001,1.001,115.001,3.001,200.001,10.001
815,E2,TrialList6,sit,stand,kneel,1,sit - stand,3.001,0.001,3.001,0.001,3.001,0.001,4.0009999999999994,0.001,4.0009999999999994,0.001,5.0009999999999994,0.001,6.0009999999999994,0.001,8.001,0.001,15.001,0.001
816,E2,TrialList6,sit,stand,lab,1,sit - stand,0.001,0.001,0.001,0.001,1.001,0.001,2.001,0.001,5.0009999999999994,0.001,5.0009999999999994,0.001,12.001,0.001,32.001,0.001,72.001,0.001
817,E2,TrialList6,sit,stand,leg,2,sit - stand,3.001,0.001,7.0009999999999994,0.001,12.001,0.001,17.000999999999998,0.001,24.000999999999998,0.001,43.001,0.001,85.001,0.001,147.001,5.0009999999999994,279.001,23.000999999999998
818,E2,TrialList6,sit,stand,legs,1,sit - stand,11.001,0.001,20.000999999999998,0.001,26.000999999999998,0.001,36.001,0.001,50.001,0.001,71.001,1.001,122.001,5.0009999999999994,193.001,14.001,345.001,37.001
819,E2,TrialList6,sit,stand,move,1,sit - stand,0.001,0.001,2.001,0.001,4.0009999999999994,0.001,12.001,0.001,38.001,0.001,78.001,2.001,133.001,3.001,235.001,11.001,404.001,38.001
820,E2,TrialList6,sit,stand,movement,2,sit - stand,0.001,0.001,6.0009999999999994,0.001,14.001,0.001,17.000999999999998,0.001,23.000999999999998,0.001,38.001,0.001,83.001,0.001,136.001,4.0009999999999994,251.001,13.001
821,E2,TrialList6,sit,stand,position,10,sit - stand,18.000999999999998,0.001,26.000999999999998,0.001,27.000999999999998,0.001,28.000999999999998,0.001,32.001,0.001,41.001,0.001,57.001,1.001,87.001,1.001,153.001,5.0009999999999994
822,E2,TrialList6,sit,stand,posture,2,sit - stand,0.001,0.001,5.0009999999999994,0.001,5.0009999999999994,0.001,6.0009999999999994,0.001,6.0009999999999994,0.001,7.0009999999999994,0.001,11.001,0.001,14.001,0.001,23.000999999999998,1.001
823,E2,TrialList6,sit,stand,s,1,sit - stand,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.001,0.001,1.001,0.001,2.001,0.001,4.0009999999999994,0.001
824,E2,TrialList6,sit,stand,stationary,1,sit - stand,0.001,0.001,1.001,0.001,1.001,0.001,2.001,0.001,3.001,0.001,6.0009999999999994,0.001,7.0009999999999994,0.001,9.001,0.001,20.000999999999998,0.001
825,E2,TrialList6,sit,stand,still,2,sit - stand,48.001,0.001,55.001,0.001,61.001,0.001,62.001,0.001,65.001,0.001,76.001,0.001,100.001,1.001,157.001,5.0009999999999994,240.001,17.000999999999998
826,E2,TrialList6,sit,stand,symphony,1,sit - stand,0.001,0.001,0.001,0.001,1.001,0.001,3.001,0.001,6.0009999999999994,0.001,10.001,0.001,17.000999999999998,0.001,33.001,1.001,69.001,1.001
827,E2,TrialList6,sit,stand,up,1,sit - stand,192.001,9.001,256.001,23.000999999999998,272.001,27.000999999999998,285.001,36.001,315.001,47.001,384.001,65.001,495.001,102.001,680.001,200.001,868.001,389.001
828,E2,TrialList5,snake,ash,black,3,snake - ash,5.0009999999999994,0.001,20.000999999999998,0.001,46.001,0.001,83.001,1.001,147.001,6.0009999999999994,271.001,21.000999999999998,444.001,69.001,685.001,206.001,917.001,479.001
829,E2,TrialList5,snake,ash,burn,1,snake - ash,37.001,0.001,59.001,0.001,63.001,0.001,69.001,0.001,77.001,1.001,94.001,2.001,129.001,2.001,217.001,7.0009999999999994,387.001,34.001
830,E2,TrialList5,snake,ash,camouflage,1,snake - ash,0.001,0.001,0.001,0.001,0.001,0.001,1.001,0.001,2.001,0.001,5.0009999999999994,0.001,14.001,0.001,21.000999999999998,0.001,29.000999999999998,1.001
831,E2,TrialList5,snake,ash,camp,1,snake - ash,0.001,0.001,1.001,0.001,1.001,0.001,3.001,0.001,4.0009999999999994,0.001,7.0009999999999994,0.001,21.000999999999998,0.001,42.001,1.001,77.001,1.001
832,E2,TrialList5,snake,ash,charm,1,snake - ash,0.001,0.001,0.001,0.001,1.001,0.001,3.001,0.001,4.0009999999999994,0.001,6.0009999999999994,0.001,11.001,0.001,15.001,0.001,38.001,0.001
833,E2,TrialList5,snake,ash,cold blood,1,snake - ash,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
834,E2,TrialList5,snake,ash,death,3,snake - ash,10.001,0.001,26.000999999999998,0.001,37.001,0.001,60.001,1.001,94.001,2.001,161.001,5.0009999999999994,295.001,25.000999999999998,498.001,71.001,730.001,229.001
835,E2,TrialList5,snake,ash,desert,1,snake - ash,0.001,0.001,2.001,0.001,3.001,0.001,7.0009999999999994,0.001,18.000999999999998,0.001,35.001,0.001,65.001,0.001,143.001,3.001,277.001,21.000999999999998
836,E2,TrialList5,snake,ash,dirt,1,snake - ash,17.000999999999998,0.001,41.001,0.001,50.001,0.001,60.001,1.001,79.001,1.001,124.001,2.001,207.001,12.001,332.001,34.001,531.001,89.001
837,E2,TrialList5,snake,ash,dragon,2,snake - ash,0.001,0.001,2.001,0.001,6.0009999999999994,0.001,8.001,0.001,8.001,0.001,17.000999999999998,0.001,27.000999999999998,0.001,45.001,1.001,83.001,2.001
838,E2,TrialList5,snake,ash,fireplace,1,snake - ash,25.000999999999998,0.001,26.000999999999998,0.001,27.000999999999998,0.001,27.000999999999998,0.001,29.000999999999998,0.001,38.001,0.001,51.001,1.001,74.001,1.001,112.001,4.0009999999999994
839,E2,TrialList5,snake,ash,grey,1,snake - ash,24.000999999999998,0.001,27.000999999999998,0.001,29.000999999999998,0.001,35.001,0.001,51.001,0.001,86.001,3.001,143.001,10.001,241.001,25.000999999999998,424.001,77.001
840,E2,TrialList5,snake,ash,Hades,1,snake - ash,0.001,0.001,0.001,0.001,2.001,0.001,3.001,0.001,3.001,0.001,4.0009999999999994,0.001,7.0009999999999994,0.001,13.001,0.001,23.000999999999998,0.001
841,E2,TrialList5,snake,ash,hiss,2,snake - ash,29.000999999999998,0.001,37.001,0.001,38.001,0.001,38.001,0.001,39.001,0.001,39.001,0.001,42.001,0.001,43.001,0.001,48.001,0.001
842,E2,TrialList5,snake,ash,molt,1,snake - ash,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
843,E2,TrialList5,snake,ash,pit,2,snake - ash,0.001,0.001,0.001,0.001,0.001,0.001,2.001,0.001,2.001,0.001,6.0009999999999994,0.001,16.000999999999998,0.001,26.000999999999998,0.001,58.001,1.001
844,E2,TrialList5,snake,ash,poison,6,snake - ash,15.001,0.001,36.001,1.001,45.001,1.001,45.001,1.001,46.001,1.001,50.001,1.001,53.001,1.001,71.001,1.001,103.001,2.001
845,E2,TrialList5,snake,ash,Pokemon,3,snake - ash,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.001,0.001,2.001,0.001,2.001,0.001,4.0009999999999994,0.001,6.0009999999999994,0.001
846,E2,TrialList5,snake,ash,punishment,1,snake - ash,0.001,0.001,1.001,0.001,1.001,0.001,3.001,0.001,4.0009999999999994,0.001,12.001,0.001,29.000999999999998,0.001,55.001,1.001,99.001,5.0009999999999994
847,E2,TrialList5,snake,ash,reptile,1,snake - ash,74.001,0.001,88.001,0.001,89.001,0.001,89.001,0.001,91.001,0.001,94.001,0.001,99.001,0.001,113.001,0.001,137.001,2.001
848,E2,TrialList5,snake,ash,reputation,1,snake - ash,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.001,0.001,1.001,0.001,3.001,0.001,5.0009999999999994,0.001,8.001,0.001
849,E2,TrialList5,snake,ash,ritual,1,snake - ash,0.001,0.001,0.001,0.001,1.001,0.001,2.001,0.001,4.0009999999999994,0.001,6.0009999999999994,0.001,12.001,0.001,17.000999999999998,0.001,25.000999999999998,0.001
850,E2,TrialList5,snake,ash,scare,1,snake - ash,1.001,0.001,4.0009999999999994,0.001,4.0009999999999994,0.001,5.0009999999999994,0.001,8.001,0.001,13.001,0.001,23.000999999999998,0.001,48.001,0.001,90.001,0.001
851,E2,TrialList5,snake,ash,slip,1,snake - ash,0.001,0.001,6.0009999999999994,0.001,9.001,0.001,12.001,0.001,16.000999999999998,0.001,23.000999999999998,0.001,35.001,0.001,56.001,0.001,99.001,1.001
852,E2,TrialList5,snake,ash,slither,2,snake - ash,114.001,0.001,124.001,0.001,127.001,0.001,127.001,0.001,128.001,0.001,128.001,0.001,133.001,0.001,137.001,1.001,150.001,1.001
853,E2,TrialList5,snake,ash,sly,1,snake - ash,2.001,0.001,8.001,0.001,8.001,0.001,8.001,0.001,9.001,0.001,12.001,0.001,19.000999999999998,0.001,34.001,0.001,66.001,1.001
854,E2,TrialList5,snake,ash,tree,1,snake - ash,106.001,0.001,116.001,0.001,136.001,1.001,160.001,2.001,214.001,5.0009999999999994,304.001,20.000999999999998,432.001,56.001,649.001,162.001,868.001,382.001
855,E2,TrialList5,snake,ash,volcano,1,snake - ash,18.000999999999998,0.001,18.000999999999998,0.001,18.000999999999998,0.001,18.000999999999998,0.001,21.000999999999998,0.001,23.000999999999998,0.001,25.000999999999998,0.001,33.001,0.001,47.001,1.001
856,E2,TrialList5,snake,ash,you,1,snake - ash,0.001,0.001,0.001,0.001,6.0009999999999994,0.001,26.000999999999998,0.001,49.001,2.001,88.001,6.0009999999999994,169.001,11.001,331.001,25.000999999999998,554.001,107.001
857,E2,TrialList2,stern,wind,air,2,stern - wind,55.001,0.001,79.001,0.001,90.001,0.001,104.001,1.001,127.001,3.001,166.001,5.0009999999999994,243.001,14.001,394.001,43.001,604.001,145.001
858,E2,TrialList2,stern,wind,blow,1,stern - wind,89.001,0.001,113.001,0.001,116.001,1.001,122.001,1.001,132.001,1.001,142.001,2.001,165.001,3.001,223.001,13.001,312.001,26.000999999999998
859,E2,TrialList2,stern,wind,boat,5,stern - wind,72.001,0.001,86.001,1.001,96.001,1.001,99.001,1.001,122.001,4.0009999999999994,152.001,6.0009999999999994,199.001,10.001,331.001,23.000999999999998,524.001,89.001
860,E2,TrialList2,stern,wind,brisk,1,stern - wind,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.001,0.001,2.001,0.001,3.001,0.001,6.0009999999999994,0.001,13.001,0.001
861,E2,TrialList2,stern,wind,cold,2,stern - wind,75.001,0.001,100.001,0.001,124.001,3.001,160.001,3.001,229.001,10.001,375.001,43.001,566.001,127.001,792.001,281.001,960.001,610.001
862,E2,TrialList2,stern,wind,fierce,1,stern - wind,13.001,0.001,13.001,0.001,13.001,0.001,14.001,0.001,14.001,0.001,16.000999999999998,0.001,17.000999999999998,0.001,23.000999999999998,0.001,45.001,0.001
863,E2,TrialList2,stern,wind,force,1,stern - wind,6.0009999999999994,0.001,11.001,0.001,12.001,0.001,17.000999999999998,0.001,36.001,0.001,53.001,1.001,105.001,3.001,170.001,8.001,284.001,25.000999999999998
864,E2,TrialList2,stern,wind,galeforce,1,stern - wind,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
865,E2,TrialList2,stern,wind,harsh,4,stern - wind,61.001,0.001,71.001,0.001,73.001,0.001,76.001,0.001,82.001,1.001,91.001,1.001,105.001,3.001,137.001,3.001,190.001,4.0009999999999994
866,E2,TrialList2,stern,wind,horn,1,stern - wind,0.001,0.001,1.001,0.001,3.001,0.001,7.0009999999999994,0.001,16.000999999999998,0.001,25.000999999999998,0.001,42.001,0.001,81.001,2.001,166.001,9.001
867,E2,TrialList2,stern,wind,hurricane,2,stern - wind,13.001,0.001,16.000999999999998,0.001,16.000999999999998,0.001,17.000999999999998,0.001,19.000999999999998,0.001,20.000999999999998,0.001,22.000999999999998,0.001,31.000999999999998,0.001,47.001,0.001
868,E2,TrialList2,stern,wind,sail,6,stern - wind,13.001,0.001,29.000999999999998,0.001,35.001,0.001,40.001,0.001,49.001,0.001,62.001,0.001,83.001,0.001,135.001,2.001,206.001,8.001
869,E2,TrialList2,stern,wind,sailboat,3,stern - wind,0.001,0.001,0.001,0.001,0.001,0.001,1.001,0.001,1.001,0.001,2.001,0.001,4.0009999999999994,0.001,10.001,0.001,21.000999999999998,0.001
870,E2,TrialList2,stern,wind,ship,5,stern - wind,37.001,0.001,58.001,0.001,66.001,0.001,74.001,1.001,96.001,2.001,128.001,2.001,192.001,7.0009999999999994,316.001,17.000999999999998,491.001,74.001
871,E2,TrialList2,stern,wind,strong,2,stern - wind,33.001,0.001,45.001,1.001,57.001,1.001,68.001,2.001,115.001,4.0009999999999994,174.001,5.0009999999999994,275.001,25.000999999999998,440.001,63.001,655.001,176.001
872,E2,TrialList2,stern,wind,tornado,2,stern - wind,3.001,0.001,10.001,0.001,10.001,0.001,11.001,0.001,13.001,0.001,14.001,0.001,18.000999999999998,0.001,28.000999999999998,0.001,54.001,0.001
873,E2,TrialList2,stern,wind,tough,1,stern - wind,18.000999999999998,0.001,25.000999999999998,0.001,28.000999999999998,0.001,32.001,0.001,41.001,1.001,63.001,2.001,91.001,5.0009999999999994,163.001,9.001,285.001,25.000999999999998
874,E2,TrialList2,stern,wind,weather,1,stern - wind,24.000999999999998,0.001,41.001,0.001,47.001,0.001,61.001,0.001,78.001,1.001,133.001,2.001,203.001,13.001,325.001,37.001,544.001,107.001
875,E2,TrialList2,stern,wind,whip,2,stern - wind,0.001,0.001,0.001,0.001,1.001,0.001,2.001,0.001,4.0009999999999994,0.001,5.0009999999999994,0.001,11.001,0.001,31.000999999999998,0.001,65.001,0.001
876,E2,TrialList2,stern,wind,wind,1,stern - wind,1000.001,0.001,1000.001,1.001,1000.001,6.0009999999999994,1000.001,12.001,1000.001,24.000999999999998,1000.001,43.001,1000.001,78.001,1000.001,155.001,1000.001,282.001
877,E2,TrialList2,sun,bowl,autoclave,1,sun - bowl,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
878,E2,TrialList2,sun,bowl,breakfast,4,sun - bowl,2.001,0.001,34.001,0.001,40.001,0.001,49.001,1.001,61.001,2.001,79.001,2.001,117.001,2.001,167.001,5.0009999999999994,276.001,16.000999999999998
879,E2,TrialList2,sun,bowl,cereal,1,sun - bowl,116.001,0.001,120.001,0.001,121.001,0.001,125.001,1.001,129.001,1.001,137.001,1.001,154.001,1.001,176.001,3.001,221.001,7.0009999999999994
880,E2,TrialList2,sun,bowl,chip,1,sun - bowl,0.001,0.001,0.001,0.001,1.001,0.001,3.001,0.001,6.0009999999999994,0.001,7.0009999999999994,0.001,12.001,0.001,27.000999999999998,1.001,61.001,2.001
881,E2,TrialList2,sun,bowl,circle,4,sun - bowl,0.001,0.001,15.001,0.001,20.000999999999998,0.001,28.000999999999998,1.001,50.001,1.001,81.001,2.001,150.001,7.0009999999999994,278.001,20.000999999999998,491.001,75.001
882,E2,TrialList2,sun,bowl,contain,1,sun - bowl,0.001,0.001,0.001,0.001,0.001,0.001,1.001,0.001,5.0009999999999994,0.001,10.001,0.001,14.001,0.001,22.000999999999998,2.001,43.001,2.001
883,E2,TrialList2,sun,bowl,curvature,1,sun - bowl,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
884,E2,TrialList2,sun,bowl,football,1,sun - bowl,6.0009999999999994,0.001,7.0009999999999994,0.001,13.001,0.001,22.000999999999998,0.001,38.001,0.001,69.001,1.001,124.001,6.0009999999999994,222.001,15.001,393.001,50.001
885,E2,TrialList2,sun,bowl,heat,1,sun - bowl,33.001,0.001,50.001,0.001,62.001,0.001,70.001,2.001,82.001,2.001,115.001,3.001,184.001,10.001,311.001,27.000999999999998,508.001,89.001
886,E2,TrialList2,sun,bowl,i_dont_tihnk_t,1,sun - bowl,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
887,E2,TrialList2,sun,bowl,ice cream,1,sun - bowl,4.0009999999999994,0.001,9.001,0.001,17.000999999999998,0.001,23.000999999999998,0.001,30.000999999999998,0.001,46.001,1.001,86.001,5.0009999999999994,172.001,11.001,289.001,30.000999999999998
888,E2,TrialList2,sun,bowl,picnic,2,sun - bowl,0.001,0.001,0.001,0.001,0.001,0.001,1.001,0.001,1.001,0.001,6.0009999999999994,0.001,10.001,0.001,16.000999999999998,0.001,37.001,0.001
889,E2,TrialList2,sun,bowl,plate,1,sun - bowl,10.001,0.001,21.000999999999998,0.001,23.000999999999998,0.001,25.000999999999998,0.001,34.001,0.001,44.001,0.001,78.001,1.001,122.001,5.0009999999999994,204.001,12.001
890,E2,TrialList2,sun,bowl,plate{space}hot,1,sun - bowl,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
891,E2,TrialList2,sun,bowl,raisin,1,sun - bowl,5.0009999999999994,0.001,6.0009999999999994,0.001,7.0009999999999994,0.001,7.0009999999999994,0.001,7.0009999999999994,0.001,7.0009999999999994,0.001,12.001,0.001,17.000999999999998,0.001,24.000999999999998,0.001
892,E2,TrialList2,sun,bowl,raisin bran,1,sun - bowl,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
893,E2,TrialList2,sun,bowl,round,15,sun - bowl,46.001,1.001,66.001,1.001,70.001,1.001,85.001,1.001,111.001,3.001,167.001,7.0009999999999994,271.001,23.000999999999998,440.001,75.001,677.001,203.001
894,E2,TrialList2,sun,bowl,set,1,sun - bowl,14.001,0.001,15.001,0.001,17.000999999999998,0.001,22.000999999999998,0.001,29.000999999999998,0.001,47.001,0.001,70.001,0.001,111.001,0.001,197.001,7.0009999999999994
895,E2,TrialList2,sun,bowl,sphere,4,sun - bowl,5.0009999999999994,0.001,13.001,0.001,18.000999999999998,0.001,22.000999999999998,0.001,25.000999999999998,0.001,37.001,1.001,62.001,1.001,98.001,5.0009999999999994,184.001,8.001
896,E2,TrialList2,sun,bowl,sundae,1,sun - bowl,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.001,0.001,3.001,0.001,7.0009999999999994,0.001,10.001,0.001,18.000999999999998,0.001
897,E1,TrialList10,tea,bean,beverage,1,tea - bean,19.000999999999998,0.001,24.000999999999998,0.001,27.000999999999998,0.001,28.000999999999998,0.001,32.001,0.001,34.001,0.001,50.001,1.001,87.001,1.001,141.001,4.0009999999999994
898,E1,TrialList10,tea,bean,black,1,tea - bean,37.001,0.001,48.001,0.001,64.001,0.001,96.001,3.001,161.001,6.0009999999999994,280.001,26.000999999999998,478.001,87.001,718.001,223.001,914.001,513.001
899,E1,TrialList10,tea,bean,Boston,1,tea - bean,7.0009999999999994,0.001,7.0009999999999994,0.001,7.0009999999999994,0.001,7.0009999999999994,0.001,7.0009999999999994,0.001,7.0009999999999994,0.001,7.0009999999999994,0.001,12.001,0.001,20.000999999999998,0.001
900,E1,TrialList10,tea,bean,cafe,2,tea - bean,0.001,0.001,3.001,0.001,3.001,0.001,3.001,0.001,4.0009999999999994,0.001,4.0009999999999994,0.001,6.0009999999999994,0.001,7.0009999999999994,0.001,13.001,0.001
901,E1,TrialList10,tea,bean,caffeine,1,tea - bean,0.001,0.001,10.001,0.001,12.001,0.001,12.001,0.001,14.001,0.001,18.000999999999998,0.001,25.000999999999998,0.001,36.001,0.001,56.001,0.001
902,E1,TrialList10,tea,bean,coffee,10,tea - bean,127.001,1.001,149.001,2.001,155.001,2.001,163.001,2.001,176.001,2.001,199.001,7.0009999999999994,245.001,18.000999999999998,335.001,33.001,484.001,85.001
903,E1,TrialList10,tea,bean,drink,6,tea - bean,86.001,0.001,117.001,0.001,138.001,1.001,171.001,3.001,209.001,10.001,291.001,22.000999999999998,453.001,66.001,671.001,177.001,883.001,416.001
904,E1,TrialList10,tea,bean,food,1,tea - bean,27.000999999999998,0.001,78.001,0.001,121.001,1.001,178.001,7.0009999999999994,266.001,21.000999999999998,443.001,67.001,651.001,166.001,880.001,406.001,988.001,755.001
905,E1,TrialList10,tea,bean,green,2,tea - bean,126.001,4.0009999999999994,182.001,9.001,220.001,16.000999999999998,255.001,23.000999999999998,332.001,36.001,457.001,63.001,656.001,160.001,848.001,369.001,965.001,691.001
906,E1,TrialList10,tea,bean,legume,1,tea - bean,30.000999999999998,0.001,31.000999999999998,0.001,31.000999999999998,0.001,31.000999999999998,0.001,31.000999999999998,0.001,31.000999999999998,0.001,32.001,0.001,34.001,0.001,35.001,0.001
907,E1,TrialList10,tea,bean,plant,1,tea - bean,24.000999999999998,0.001,36.001,0.001,42.001,0.001,52.001,3.001,67.001,3.001,102.001,3.001,174.001,8.001,283.001,18.000999999999998,446.001,60.001
908,E1,TrialList10,tea,bean,roast,1,tea - bean,0.001,0.001,3.001,0.001,5.0009999999999994,0.001,6.0009999999999994,0.001,8.001,0.001,11.001,0.001,17.000999999999998,0.001,29.000999999999998,0.001,56.001,1.001
909,E1,TrialList10,tea,bean,Starbucks,1,tea - bean,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
910,E1,TrialList10,tea,bean,time,1,tea - bean,54.001,0.001,62.001,2.001,77.001,4.0009999999999994,119.001,7.0009999999999994,204.001,14.001,339.001,31.000999999999998,552.001,96.001,781.001,291.001,956.001,600.001
911,E1,TrialList10,tea,bean,vanilla,1,tea - bean,0.001,0.001,0.001,0.001,0.001,0.001,3.001,0.001,5.0009999999999994,0.001,10.001,0.001,19.000999999999998,0.001,46.001,0.001,83.001,2.001
912,E2,TrialList3,teeth,gums,brush,1,teeth - gums,53.001,0.001,77.001,2.001,81.001,2.001,83.001,2.001,86.001,3.001,102.001,3.001,134.001,5.0009999999999994,197.001,14.001,303.001,26.000999999999998
913,E2,TrialList3,teeth,gums,cavity,1,teeth - gums,40.001,0.001,66.001,0.001,68.001,0.001,69.001,0.001,69.001,1.001,73.001,1.001,77.001,1.001,86.001,2.001,111.001,5.0009999999999994
914,E2,TrialList3,teeth,gums,dental,3,teeth - gums,11.001,0.001,30.000999999999998,0.001,33.001,0.001,33.001,0.001,35.001,0.001,36.001,0.001,39.001,0.001,44.001,0.001,60.001,1.001
915,E2,TrialList3,teeth,gums,dentist,7,teeth - gums,114.001,1.001,170.001,4.0009999999999994,176.001,5.0009999999999994,177.001,6.0009999999999994,179.001,6.0009999999999994,186.001,8.001,204.001,8.001,234.001,17.000999999999998,294.001,25.000999999999998
916,E2,TrialList3,teeth,gums,dentistry,1,teeth - gums,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
917,E2,TrialList3,teeth,gums,floss,4,teeth - gums,50.001,0.001,64.001,0.001,68.001,0.001,70.001,0.001,73.001,0.001,75.001,1.001,81.001,1.001,99.001,1.001,123.001,3.001
918,E2,TrialList3,teeth,gums,gingivitis,2,teeth - gums,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
919,E2,TrialList3,teeth,gums,mouth,23,teeth - gums,188.001,9.001,261.001,22.000999999999998,277.001,24.000999999999998,289.001,25.000999999999998,302.001,28.000999999999998,336.001,37.001,398.001,51.001,508.001,85.001,692.001,171.001
920,E2,TrialList3,teeth,gums,oral,1,teeth - gums,11.001,0.001,14.001,0.001,18.000999999999998,0.001,19.000999999999998,0.001,19.000999999999998,0.001,23.000999999999998,0.001,26.000999999999998,0.001,52.001,0.001,80.001,1.001
921,E2,TrialList3,teeth,gums,u,1,teeth - gums,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.001,0.001,1.001,0.001,3.001,0.001,4.0009999999999994,0.001,7.0009999999999994,0.001
922,E1,TrialList9,toes,Dracula,blood,5,toes - Dracula,189.001,0.001,270.001,0.001,281.001,2.001,292.001,3.001,322.001,10.001,362.001,22.000999999999998,437.001,46.001,557.001,104.001,739.001,239.001
923,E1,TrialList9,toes,Dracula,body,2,toes - Dracula,6.0009999999999994,0.001,21.000999999999998,0.001,32.001,0.001,42.001,1.001,71.001,1.001,107.001,3.001,198.001,13.001,343.001,34.001,553.001,116.001
924,E1,TrialList9,toes,Dracula,claw,2,toes - Dracula,0.001,0.001,0.001,0.001,0.001,0.001,1.001,0.001,3.001,0.001,4.0009999999999994,0.001,8.001,0.001,11.001,0.001,22.000999999999998,1.001
925,E1,TrialList9,toes,Dracula,count,3,toes - Dracula,53.001,0.001,56.001,0.001,57.001,0.001,59.001,0.001,63.001,0.001,73.001,1.001,89.001,2.001,126.001,3.001,169.001,7.0009999999999994
926,E1,TrialList9,toes,Dracula,creepy,1,toes - Dracula,0.001,0.001,0.001,0.001,1.001,0.001,1.001,0.001,5.0009999999999994,0.001,11.001,0.001,21.000999999999998,0.001,48.001,0.001,92.001,1.001
927,E1,TrialList9,toes,Dracula,fetish,1,toes - Dracula,0.001,0.001,4.0009999999999994,0.001,5.0009999999999994,0.001,5.0009999999999994,0.001,8.001,0.001,10.001,0.001,13.001,0.001,23.000999999999998,0.001,46.001,1.001
928,E1,TrialList9,toes,Dracula,freak,1,toes - Dracula,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.0009999999999994,0.001,9.001,0.001,16.000999999999998,0.001,25.000999999999998,1.001,43.001,2.001
929,E1,TrialList9,toes,Dracula,ground,1,toes - Dracula,0.001,0.001,1.001,0.001,3.001,0.001,15.001,0.001,28.000999999999998,0.001,54.001,1.001,103.001,2.001,184.001,13.001,351.001,39.001
930,E1,TrialList9,toes,Dracula,human,2,toes - Dracula,0.001,0.001,3.001,0.001,7.0009999999999994,0.001,22.000999999999998,0.001,55.001,1.001,109.001,2.001,194.001,10.001,364.001,31.000999999999998,588.001,145.001
931,E1,TrialList9,toes,Dracula,person,1,toes - Dracula,0.001,0.001,1.001,0.001,11.001,0.001,39.001,0.001,90.001,3.001,183.001,7.0009999999999994,335.001,36.001,543.001,116.001,813.001,322.001
932,E1,TrialList9,toes,Dracula,scary,1,toes - Dracula,3.001,0.001,9.001,0.001,13.001,0.001,19.000999999999998,0.001,41.001,1.001,68.001,3.001,125.001,5.0009999999999994,236.001,20.000999999999998,414.001,52.001
933,E1,TrialList9,toes,Dracula,stub,1,toes - Dracula,0.001,0.001,1.001,0.001,1.001,0.001,2.001,0.001,3.001,0.001,6.0009999999999994,1.001,9.001,1.001,22.000999999999998,1.001,40.001,1.001
934,E1,TrialList9,toes,Dracula,suck,2,toes - Dracula,0.001,0.001,6.0009999999999994,0.001,8.001,0.001,11.001,0.001,13.001,0.001,15.001,0.001,29.000999999999998,0.001,49.001,0.001,84.001,0.001
935,E1,TrialList9,toes,Dracula,teeth,1,toes - Dracula,63.001,0.001,100.001,0.001,108.001,0.001,115.001,1.001,151.001,5.0009999999999994,192.001,6.0009999999999994,268.001,21.000999999999998,426.001,64.001,623.001,166.001
